message_id,text_raw_masked,text_normalized,label,has_url,url_count,source,real_or_synthetic,group_id,source_record_id,source_case_type,source_theme,sender_type,delivery_channel,target_device,license,watermark_removed,nearest_existing_similarity,nearest_existing_split,nearest_existing_message_id,training_eligible,split,similarity_group_id
krmob-18395ef10857e06d6100,"고객님, 배송지 주소가 불분명하여 물품이 반송 처리될 예정입니다. 오늘 중 주소지 확인 부탁드립니다. 확인: [URL]","고객님, 배송지 주소가 불분명하여 물품이 반송 처리될 예정입니다. 오늘 중 주소지 확인 부탁드립니다. 확인: [url]",smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-018,inc-MOB-MAL-018:1,malicious,택배/배송 실패 사칭,personal_number,SMS,Android,CC BY-NC 4.0,1,0.215086,train,msg-b8d8cf6b2442be8057ab,1,train,krmob-inc-MOB-MAL-018
krmob-83e4ae9c3f3efba38cd1,"[결제승인] 귀하의 명의로 10/21 09:35 카드결제 948,000원이 승인되었습니다. 본인 요청이 아닐 시 즉시 확인 및 신고 바랍니다. [URL]","[결제승인] 귀하의 명의로 10/21 09:35 카드결제 948,000원이 승인되었습니다. 본인 요청이 아닐 시 즉시 확인 및 신고 바랍니다. [url]",smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-025,inc-MOB-MAL-025:1,malicious,결제/승인 확인 사칭,personal_number,SMS,Android,CC BY-NC 4.0,1,0.151348,train,msg-06d228095afd151303ef,1,train,krmob-inc-MOB-MAL-025
krmob-04ab12730ac235956b65,"[안내] 고객님, 금월 데이터 사용량이 기본 제공량을 초과하여 추가 과금이 발생할 예정입니다. 요금폭탄 방지를 위해 즉시 요금제 확인 및 조정을 권고드립니다. 상세내역 확인: [URL]","[안내] 고객님, 금월 데이터 사용량이 기본 제공량을 초과하여 추가 과금이 발생할 예정입니다. 요금폭탄 방지를 위해 즉시 요금제 확인 및 조정을 권고드립니다. 상세내역 확인: [url]",smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-026,inc-MOB-MAL-026:1,malicious,통신사 요금/데이터 사칭,personal_number,SMS,Android,CC BY-NC 4.0,1,0.177566,train,msg-3e6189b38b3ebe2e0437,1,train,krmob-inc-MOB-MAL-026
krmob-88f2a40a677efed32f6f,[계정안내] 회원님의 계정이 새로운 환경에서 로그인되었습니다. 본인이 아닐 경우 아래 링크를 통해 계정 보호 조치를 진행해 주세요. 24시간 내 미조치 시 계정이 영구 정지될 수 있습니다. [URL],[계정안내] 회원님의 계정이 새로운 환경에서 로그인되었습니다. 본인이 아닐 경우 아래 링크를 통해 계정 보호 조치를 진행해 주세요. 24시간 내 미조치 시 계정이 영구 정지될 수 있습니다. [url],smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-027,inc-MOB-MAL-027:1,malicious,계정 보안 경고 사칭,personal_number,SMS,ios_device_001,CC BY-NC 4.0,1,0.197549,validation,msg-8b73315ff7062a026182,1,train,krmob-inc-MOB-MAL-027
krmob-88c286bafe8f6330c8ad,"[통신사] 고객님, 10월분 요금 미납으로 인해 내일 오전 10시 회선 정지 예정입니다. 미납액 확인 및 정지 해제: [URL]","[통신사] 고객님, 10월분 요금 미납으로 인해 내일 오전 10시 회선 정지 예정입니다. 미납액 확인 및 정지 해제: [url]",smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-028,inc-MOB-MAL-028:1,malicious,통신사 요금/데이터 사칭,personal_number,SMS,dev-ios-9982,CC BY-NC 4.0,1,0.148666,test,msg-ee761ff3b7456340cb2a,1,train,krmob-inc-MOB-MAL-028
krmob-8e71bc93186af949fb3a,"고객님, 이번 달 데이터 사용량이 초과되었습니다. 미확인 시 추가 과금 및 회선 제한이 발생할 수 있습니다. 청구 내역 확인: [URL]","고객님, 이번 달 데이터 사용량이 초과되었습니다. 미확인 시 추가 과금 및 회선 제한이 발생할 수 있습니다. 청구 내역 확인: [url]",smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-035,inc-MOB-MAL-035:1,malicious,통신사 요금/데이터 사칭,personal_number,SMS,Android,CC BY-NC 4.0,1,0.219809,train,msg-3e6189b38b3ebe2e0437,1,train,krmob-inc-MOB-MAL-035
krmob-93379418a28d77b3f83b,[알림] 미납 요금으로 인해 익일 오전 회선 정지 예정입니다. 상세 사유 및 요금 납부: [URL],[알림] 미납 요금으로 인해 익일 오전 회선 정지 예정입니다. 상세 사유 및 요금 납부: [url],smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-035,inc-MOB-MAL-035:2,malicious,통신사 요금/데이터 사칭,personal_number,SMS,iOS,CC BY-NC 4.0,1,0.126354,train,msg-aa11f046ade478ad6374,1,train,krmob-inc-MOB-MAL-035
krmob-231606113ee777635a27,"[통신지원센터] 고객님, 1월분 통신요금 184,200원이 미납되어 02/17부로 회선 정지 예정입니다. 명세서 확인 및 납부: [URL]","[통신지원센터] 고객님, 1월분 통신요금 184,200원이 미납되어 02/17부로 회선 정지 예정입니다. 명세서 확인 및 납부: [url]",smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-036,inc-MOB-MAL-036:1,malicious,통신사 요금/데이터 사칭,personal_number,SMS,iOS-DEV-9981,CC BY-NC 4.0,1,0.114116,train,msg-705a1385e017a809c0b0,1,train,krmob-inc-MOB-MAL-036
krmob-06d474d5aec0de955f82,"[통신사알림] 고객님, 10월분 미납 요금이 발생하여 11월 12일부로 회선 정지 예정입니다. 납부 내역 확인 및 정지 해제: [URL]","[통신사알림] 고객님, 10월분 미납 요금이 발생하여 11월 12일부로 회선 정지 예정입니다. 납부 내역 확인 및 정지 해제: [url]",smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-043,inc-MOB-MAL-043:1,malicious,통신사 요금/데이터 사칭,personal_number,SMS,iOS-A491-0023,CC BY-NC 4.0,1,0.129645,train,msg-130e4fdf580157e560a9,1,train,krmob-inc-MOB-MAL-043
krmob-89dc9c76c38e8787a953,[모바일채용] 귀하의 최종 면접 합격을 축하드립니다. 합격자 등록 및 서류 제출이 오늘 17시 마감됩니다. 기한 내 미등록 시 합격이 취소될 수 있으니 반드시 확인 바랍니다. 확인: [URL],[모바일채용] 귀하의 최종 면접 합격을 축하드립니다. 합격자 등록 및 서류 제출이 오늘 17시 마감됩니다. 기한 내 미등록 시 합격이 취소될 수 있으니 반드시 확인 바랍니다. 확인: [url],smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-044,inc-MOB-MAL-044:1,malicious,채용/면접 결과 사칭,personal_number,SMS,Android,CC BY-NC 4.0,1,0.185579,train,msg-1941927d5a7f389de986,1,train,krmob-inc-MOB-MAL-044
krmob-0222625ddc400d534800,[채용공고] 귀하의 최종 면접 합격을 축하드립니다. 입사지원 서류 중 누락된 사항이 있어 안내드리오니 금일 20시까지 아래 링크를 통해 본인인증 후 서류를 보완해 주시기 바랍니다. 기한 내 미제출 시 합격이 취소될 수 있습니다. [URL],[채용공고] 귀하의 최종 면접 합격을 축하드립니다. 입사지원 서류 중 누락된 사항이 있어 안내드리오니 금일 20시까지 아래 링크를 통해 본인인증 후 서류를 보완해 주시기 바랍니다. 기한 내 미제출 시 합격이 취소될 수 있습니다. [url],smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-045,inc-MOB-MAL-045:1,malicious,채용/면접 결과 사칭,personal_number,SMS,dev-AND-9921,CC BY-NC 4.0,1,0.153163,test,msg-6cc91b9bb363bab6f958,1,train,krmob-inc-MOB-MAL-045
krmob-ab26dc396b342fce0aba,"고객님, 배송지 주소 불일치로 물품이 반송 예정입니다. 오늘 중 확인 부탁드립니다. 확인: [URL]","고객님, 배송지 주소 불일치로 물품이 반송 예정입니다. 오늘 중 확인 부탁드립니다. 확인: [url]",smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-052,inc-MOB-MAL-052:1,malicious,택배/배송 실패 사칭,personal_number,SMS,iOS-DEV-9902,CC BY-NC 4.0,1,0.363891,test,msg-d0ade4b234b0c8a2a8b4,1,train,krmob-inc-MOB-MAL-052
krmob-04ab5e6c98afe4076297,[생활안정자금] 귀하의 미수령 정부지원금 환급금이 발생하였습니다. 금일 24시 신청 기한 만료 예정이니 즉시 확인 바랍니다. 상세내용: [URL],[생활안정자금] 귀하의 미수령 정부지원금 환급금이 발생하였습니다. 금일 24시 신청 기한 만료 예정이니 즉시 확인 바랍니다. 상세내용: [url],smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-053,inc-MOB-MAL-053:1,malicious,정부지원금/환급금 사칭,short_code,SMS,dev-AND-0922,CC BY-NC 4.0,1,0.122357,train,msg-49618255608ddff0784f,1,train,krmob-inc-MOB-MAL-053
krmob-12752365f0a03e5c3022,[금융보안원] 고객님의 공동인증서가 금일 만료 예정입니다. 만료 시 모든 금융거래가 제한되오니 즉시 갱신바랍니다. 안내: [URL],[금융보안원] 고객님의 공동인증서가 금일 만료 예정입니다. 만료 시 모든 금융거래가 제한되오니 즉시 갱신바랍니다. 안내: [url],smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-054,inc-MOB-MAL-054:1,malicious,인증서 갱신/만료 사칭,personal_number,SMS,Android,CC BY-NC 4.0,1,0.104644,validation,msg-8bfd86878b232f6440f7,1,train,krmob-inc-MOB-MAL-054
krmob-07bb4c82d58cac66d718,[민생경제지원] 귀하의 미수령 정부지원환급금이 확인되었습니다. 신청기한(06/08)이 금일 만료되오니 즉시 확인후 신청바랍니다. 확인: [URL],[민생경제지원] 귀하의 미수령 정부지원환급금이 확인되었습니다. 신청기한(06/08)이 금일 만료되오니 즉시 확인후 신청바랍니다. 확인: [url],smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-055,inc-MOB-MAL-055:1,malicious,정부지원금/환급금 사칭,personal_number,SMS,dev-IPHONE-9921,CC BY-NC 4.0,1,0.170738,train,msg-b6f37fb1d2c3a0fbee23,1,train,krmob-inc-MOB-MAL-055
krmob-98e45e44180ea8e9d516,[보안통지] 고객님의 금융 서비스 이용 제한 안내. 최신 보안 패치가 적용되지 않은 기기로 확인되었습니다. 즉시 업데이트가 필요합니다. 확인: [URL],[보안통지] 고객님의 금융 서비스 이용 제한 안내. 최신 보안 패치가 적용되지 않은 기기로 확인되었습니다. 즉시 업데이트가 필요합니다. 확인: [url],smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-062,inc-MOB-MAL-062:1,malicious,모바일 금융앱 업데이트 사칭,personal_number,SMS,iOS-DEV-9912,CC BY-NC 4.0,1,0.140843,train,msg-28d19bf88f975a83d90a,1,train,krmob-inc-MOB-MAL-062
krmob-a61a8fe3248b0d2458f3,공동인증서 만료 안내: 고객님의 공동인증서 만료가 금일 24시 예정입니다. 만료 시 금융거래 및 공공기관 이용이 제한되오니 즉시 갱신하시기 바랍니다. 갱신하기: [URL],공동인증서 만료 안내: 고객님의 공동인증서 만료가 금일 24시 예정입니다. 만료 시 금융거래 및 공공기관 이용이 제한되오니 즉시 갱신하시기 바랍니다. 갱신하기: [url],smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-063,inc-MOB-MAL-063:1,malicious,인증서 갱신/만료 사칭,personal_number,SMS,Android,CC BY-NC 4.0,1,0.105696,train,msg-d420eb7b85cf7c471d66,1,train,krmob-inc-MOB-MAL-063
krmob-384f151e92683e52b268,[지원결과안내] 귀하의 채용전형 최종 합격을 축하드립니다. 서류 제출 기한이 오늘 18시까지이오니 아래 링크에서 등록을 완료해주시기 바랍니다. 미등록 시 합격이 자동취소됩니다. [URL],[지원결과안내] 귀하의 채용전형 최종 합격을 축하드립니다. 서류 제출 기한이 오늘 18시까지이오니 아래 링크에서 등록을 완료해주시기 바랍니다. 미등록 시 합격이 자동취소됩니다. [url],smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-064,inc-MOB-MAL-064:1,malicious,채용/면접 결과 사칭,personal_number,SMS,Android,CC BY-NC 4.0,1,0.182963,test,msg-6cc91b9bb363bab6f958,1,train,krmob-inc-MOB-MAL-064
krmob-b6ca6f26992a07061be2,고객님의 공동인증서가 금일 24시 만료 예정입니다. 만료 시 모든 금융거래가 제한되오니 즉시 갱신하시기 바랍니다. 갱신하기: [URL],고객님의 공동인증서가 금일 24시 만료 예정입니다. 만료 시 모든 금융거래가 제한되오니 즉시 갱신하시기 바랍니다. 갱신하기: [url],smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-065,inc-MOB-MAL-065:1,malicious,인증서 갱신/만료 사칭,personal_number,SMS,iOS-Device-9921,CC BY-NC 4.0,1,0.101868,train,msg-d420eb7b85cf7c471d66,1,train,krmob-inc-MOB-MAL-065
krmob-5b1abf7c8ef2a20cbaa7,"엄마, 나 핸드폰 액정 깨져서 수리 맡겼어. 지금 이 번호로 임시 연락 중인데, 수리비 급하게 보내야 해서 90만원만 이 링크로 좀 보내줘. [URL]","엄마, 나 핸드폰 액정 깨져서 수리 맡겼어. 지금 이 번호로 임시 연락 중인데, 수리비 급하게 보내야 해서 90만원만 이 링크로 좀 보내줘. [url]",smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-070,inc-MOB-MAL-070:1,malicious,가족/지인 사칭 긴급 송금,personal_number,SMS,Android,CC BY-NC 4.0,1,0.240155,train,msg-bb5a4640eee306e11287,1,train,krmob-inc-MOB-MAL-070
krmob-31624f6eb8b7c637336f,"(광고) [OO은행] 고객님, 비정상 접속 시도로 인해 계정이 잠금되었습니다. 본인 인증 후 해제해 주세요. [URL]","(광고) [oo은행] 고객님, 비정상 접속 시도로 인해 계정이 잠금되었습니다. 본인 인증 후 해제해 주세요. [url]",smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-070,inc-MOB-MAL-070:2,malicious,가족/지인 사칭 긴급 송금,short_code,SMS,iOS,CC BY-NC 4.0,1,0.225931,train,msg-954b014d938b28aa0ec3,1,train,krmob-inc-MOB-MAL-070
krmob-b23a0e87d66c19c30d0d,"[통신지원] 고객님, 금월 데이터 사용량 초과로 인한 추가 과금(49,800원) 예정입니다. 즉시 감면 신청 및 상세 확인: [URL]","[통신지원] 고객님, 금월 데이터 사용량 초과로 인한 추가 과금(49,800원) 예정입니다. 즉시 감면 신청 및 상세 확인: [url]",smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-071,inc-MOB-MAL-071:1,malicious,통신사 요금/데이터 사칭,personal_number,SMS,Android,CC BY-NC 4.0,1,0.189827,train,msg-3e6189b38b3ebe2e0437,1,train,krmob-inc-MOB-MAL-071
krmob-cb9a318df2bc3042393f,"고객님, 금월 데이터 사용량이 초과되어 추가 요금이 발생할 수 있습니다. 미납 방지를 위해 잔여 요금 및 상세 내역을 확인하십시오. [URL]","고객님, 금월 데이터 사용량이 초과되어 추가 요금이 발생할 수 있습니다. 미납 방지를 위해 잔여 요금 및 상세 내역을 확인하십시오. [url]",smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-072,inc-MOB-MAL-072:1,malicious,통신사 요금/데이터 사칭,personal_number,SMS,dev-iOS-7721,CC BY-NC 4.0,1,0.248428,train,msg-7a07c4930e4998a56751,1,train,krmob-inc-MOB-MAL-072
krmob-e5e6d905ef30f3b9dc45,[공공행정안전] 귀하의 미납 과태료가 발생하였습니다. 기한 내 미납 시 가산금이 부과되오니 아래 링크를 통해 확인 후 납부바랍니다. 확인: [URL],[공공행정안전] 귀하의 미납 과태료가 발생하였습니다. 기한 내 미납 시 가산금이 부과되오니 아래 링크를 통해 확인 후 납부바랍니다. 확인: [url],smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-073,inc-MOB-MAL-073:1,malicious,공공기관 과태료/세금 사칭,personal_number,SMS,dev-and-9821,CC BY-NC 4.0,1,0.14,train,msg-28d19bf88f975a83d90a,1,train,krmob-inc-MOB-MAL-073
krmob-b56e25ed41d0495e6c37,"[배송알림] 고객님, 주소지 불명으로 인해 물품 배송이 중단되었습니다. 오늘 18시 전까지 주소 확인 및 수령지 변경을 완료하지 않으면 자동 반송 처리됩니다. 확인: [URL]","[배송알림] 고객님, 주소지 불명으로 인해 물품 배송이 중단되었습니다. 오늘 18시 전까지 주소 확인 및 수령지 변경을 완료하지 않으면 자동 반송 처리됩니다. 확인: [url]",smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-080,inc-MOB-MAL-080:1,malicious,택배/배송 실패 사칭,personal_number,SMS,Android,CC BY-NC 4.0,1,0.22128,train,msg-b569cbcd457054840fc1,1,train,krmob-inc-MOB-MAL-080
krmob-a2a1db814e171104110e,[배송알림] 주소지 불분명으로 처리가 지연되고 있습니다. 오늘 중 미확인 시 반송 예정입니다. 확인: [URL],[배송알림] 주소지 불분명으로 처리가 지연되고 있습니다. 오늘 중 미확인 시 반송 예정입니다. 확인: [url],smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-081,inc-MOB-MAL-081:1,malicious,택배/배송 실패 사칭,personal_number,SMS,dev-ios-9921,CC BY-NC 4.0,1,0.226789,train,msg-793c5e24c8b9e6c78393,1,train,krmob-inc-MOB-MAL-081
krmob-2137fb2d61555f54abc5,[OO채용] 서류전형 합격을 축하드립니다. 면접 일정 및 증빙서류 제출 안내는 아래 링크에서 확인 바랍니다. 기한 내 미제출 시 합격이 취소될 수 있습니다. [URL],[oo채용] 서류전형 합격을 축하드립니다. 면접 일정 및 증빙서류 제출 안내는 아래 링크에서 확인 바랍니다. 기한 내 미제출 시 합격이 취소될 수 있습니다. [url],smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-083,inc-MOB-MAL-083:1,malicious,채용/면접 결과 사칭,short_code,SMS,iOS-DEV-9921,CC BY-NC 4.0,1,0.177104,test,msg-6cc91b9bb363bab6f958,1,train,krmob-inc-MOB-MAL-083
